,Unnamed: 0,iso_code,continent,Country,date,total_cases,new_cases,total_deaths,total_cases_per_million,total_deaths_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,Alcoholic Beverages,Animal fats,Animal Products,"Aquatic Products, Other",Cereals - Excluding Beer,Eggs,"Fish, Seafood",Fruits - Excluding Wine,Meat,Milk - Excluding Butter,Miscellaneous,Offals,Oilcrops,Pulses,Spices,Starchy Roots,Stimulants,Sugar & Sweeteners,Sugar Crops,Treenuts,Vegetable Oils,Vegetables,Vegetal Products,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population,Unit (all except Population)
142,80581,TTO,North America,Trinidad and Tobago,2021-05-12,14417.0,615.0,235.0,10301.603,167.918,,1399491.0,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.7959999999999999,2.4881,0.2804,12.7835,0.0,13.0903,0.4044,2.3299,4.9733,6.7063,2.8789,0.2413,0.1837,1.2016,0.8939,0.2305,3.5148,0.0899,5.62,0.0,0.0928,1.2563,3.5256,37.2145,19.7,5.5,0.5560262965668371,0.00986121256391527,0.529948867786706,0.0162162162162162,1369000.0,%
143,81016,TUN,Africa,Tunisia,2021-05-12,324103.0,1105.0,11637.0,27423.088,984.633,,11818618.0,74.22800000000002,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,0.7037,0.2083,9.6312,0.0,12.0523,0.4508,0.7615,5.4307,1.6411,6.4775,0.0116,0.0926,0.2031,0.4311,0.1065,1.7724,0.1979,2.0832,0.0,0.3489,1.2551,15.7731,40.3673,27.3,4.3,1.81721587088097,0.0602051109616678,1.45330363147276,0.303707128446537,11896000.0,%
144,81444,TUR,Asia,Turkey,2021-05-12,5072462.0,13029.0,43821.0,60143.682,519.581,,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,0.6474,0.1459,12.3156,0.0,9.708,0.3956,0.2582,6.8321,2.0694,9.3619,0.0101,0.0857,0.272,0.682,0.1251,2.4947,0.2002,1.7004,0.0,0.4664,1.0174,13.5284,37.6836,32.2,<2.5,3.01513787214732,0.0318676331848526,2.88105019286576,0.10222004609670801,83737000.0,%
145,81955,UGA,Africa,Uganda,2021-05-12,42487.0,60.0,346.0,928.86,7.564,,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,6.1671,0.0352,5.6473,0.0,6.747999999999999,0.0815,1.0442,11.3112,0.8978,3.4755,0.0371,0.113,0.6338,2.3942,0.012,12.360999999999999,0.013000000000000001,1.2601,0.0,0.0,0.7440000000000001,2.6703,44.3536,4.1,41,0.0870575632364837,0.000714894733390175,0.0313701055945432,0.0549725629085503,45741000.0,%
146,82391,UKR,Europe,Ukraine,2021-05-12,2185088.0,4659.0,48908.0,49963.416,1118.312,,43733759.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,2.625,0.1753,13.1214,0.0006,9.3613,0.8434,0.6821,2.9418,2.7425,8.5442,0.006999999999999999,0.1339,0.0175,0.1099,0.0111,7.6721,0.0883,3.8811,0.0,0.0807,0.647,9.4361,36.8777,26.1,3.5,3.07592273445354,0.0592058020967974,2.65338216286084,0.36333476949590704,41778000.0,%
147,82861,ARE,Asia,United Arab Emirates,2021-05-12,540646.0,1508.0,1619.0,54663.71400000001,163.694,,9890400.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,0.0,0.1896,10.5491,0.0,12.905999999999999,0.5958,1.9682,8.1938,4.94,2.6468,0.9471,0.2095,0.6133,2.1108,0.3194,0.8937,0.1649,3.6576,0.0,0.5838,0.7949,8.2695,39.4461,29.9,2.6,3.30744528533442,0.009347514829208429,3.07916751892002,0.218930251585191,9778000.0,%
148,83329,GBR,Europe,United Kingdom,2021-05-12,4457742.0,2296.0,127901.0,65665.11099999999,1884.056,,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,5.2632,0.2754,18.8798,0.0006,6.5412,0.621,1.0911,4.9551,4.4181,12.3684,0.6658,0.1056,0.22399999999999998,0.2035,0.0653,5.1133,0.2461,2.4383,0.0,0.0901,0.7372,4.5851,31.1116,29.5,<2.5,5.86848272781417,0.167220071471114,0.0151608100059559,5.68610184633711,67160000.0,%
149,84232,URY,South America,Uruguay,2021-05-12,228102.0,2255.0,3252.0,65664.918,936.17,,3473727.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.8170000000000001,3.5664,0.21,17.8865,0.0,10.251,0.7764,0.6058,5.3746,3.7863,12.3906,0.3918,0.1168,0.27699999999999997,0.1936,0.0144,3.0439999999999996,0.6169,3.4102,0.0,0.0131,1.0337,3.9333,32.1076,28.9,<2.5,1.2691022373265402,0.0136222033418295,1.08946474086661,0.16601529311809698,3531000.0,%
150,84656,UZB,Asia,Uzbekistan,2021-05-12,95467.0,395.0,666.0,2852.384,19.899,,33469199.0,76.134,28.2,4.4689999999999985,2.873,6253.104,,724.4169999999998,7.57,1.3,24.7,,4.0,71.72,0.72,0.6835,0.1353,14.4463,0.0,10.5365,0.3566,0.1218,5.215,1.8621,11.7952,0.04,0.1748,0.0287,0.0022,0.0038,2.8891,0.0644,0.5796,0.0,0.0649,0.6109,14.8354,35.554,15.3,6.3,0.231301574296249,0.0018171709486744301,0.226751331421549,0.00273307192602563,34174000.0,%
151,84840,VUT,Oceania,Vanuatu,2021-05-12,4.0,0.0,1.0,13.023,3.256,,307150.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,0.2424,0.0793,6.6244,0.0,6.4102,0.1875,2.1649,5.8103,2.7466,1.2692,0.2882,0.1776,12.1763,0.0008,0.0374,12.7275,0.0305,1.3645,0.0,0.0038,0.3674,3.9175,43.3737,23.5,7.2,0.000311526479750779,0.0,0.000311526479750779,0.0,321000.0,%
152,86174,VNM,Asia,Vietnam,2021-05-12,3658.0,87.0,35.0,37.58,0.36,,97338583.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000002,2.6,75.4,0.7040000000000001,1.4591,0.16399999999999998,8.5765,0.0042,16.874000000000002,0.3077,2.6392,5.9029,4.4382,0.6069,0.0126,0.4149,0.841,0.2032,0.2074,1.0596,0.28800000000000003,1.2846,0.815,0.307,0.2201,11.9508,41.4232,2.1,9.3,0.00206321653899323,3.63791329293517e-05,0.00152584477543681,0.000500992630627072,96209000.0,%
153,87099,YEM,Asia,Yemen,2021-05-12,6498.0,6.0,1277.0,217.864,42.815,,29825968.0,53.508,20.3,2.922,1.5830000000000002,1479.1470000000004,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,0.0364,0.0446,5.7874,0.0,27.2077,0.2579,0.524,5.1344,2.7871,1.8911,0.2033,0.2827,0.0893,0.8645,0.0347,1.0794,0.2199,5.0468,0.0,0.0017,1.0811,3.2135,44.2126,14.1,38.9,0.00713136189901428,0.0020619593643130198,0.0047877690605512,0.00028163347415007,29826000.0,%
154,87520,ZMB,Africa,Zambia,2021-05-12,92211.0,59.0,1259.0,5015.8409999999985,68.484,,18383956.0,22.995,17.7,2.48,1.5419999999999998,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,5.736000000000001,0.0829,6.0197,0.0,21.1938,0.3399,1.6924,1.0183,1.8427,1.757,0.2149,0.3048,1.8736,0.1756,0.0478,7.9649,0.0618,1.5632,0.0,0.0014,0.6657,3.4649,43.9789,6.5,46.7,0.334132941688425,0.00456375108790252,0.29052436901653605,0.0390448215839861,18384000.0,%
155,87939,ZWE,Africa,Zimbabwe,2021-05-12,38466.0,18.0,1579.0,2588.05,106.237,,14862927.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.5710000000000001,4.0552,0.0755,8.1489,0.0,22.624000000000002,0.2678,0.5518,2.2,2.6142,4.431,0.2012,0.2086,0.4498,0.4261,0.0252,2.987,0.1494,4.6485,0.0,0.0518,1.7103,2.3213,41.8526,12.3,51.3,0.232032564085313,0.00885420170894167,0.190964139137455,0.0322142232389154,14863000.0,%
