,Unnamed: 0,iso_code,continent,Country,date,total_cases,new_cases,total_deaths,total_cases_per_million,total_deaths_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,Alcoholic Beverages,Animal fats,Animal Products,"Aquatic Products, Other",Cereals - Excluding Beer,Eggs,"Fish, Seafood",Fruits - Excluding Wine,Meat,Milk - Excluding Butter,Miscellaneous,Offals,Oilcrops,Pulses,Spices,Starchy Roots,Stimulants,Sugar & Sweeteners,Sugar Crops,Treenuts,Vegetable Oils,Vegetables,Vegetal Products,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population,Unit (all except Population)
44,24438,SLV,North America,El Salvador,2021-05-12,70915.0,535.0,2168.0,10933.21,334.2480000000001,,6486201.0,307.811,27.6,8.273,5.417000000000002,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.6729999999999999,2.1651,0.1113,12.888,0.0,11.7265,0.7533,0.573,5.9517,2.6337,8.7381,0.5920000000000001,0.0794,1.4273,1.4661,0.0121,2.2462,0.2649,3.5260000000000002,0.0,0.0155,0.4565,7.2703,37.1029,22.7,9,0.867721030705138,0.0258139176053078,0.778136090109551,0.0637710229902793,6481000.0,%
45,25743,EST,Europe,Estonia,2021-05-12,126064.0,368.0,1210.0,95032.261,912.148,,1326539.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,6.1949,0.4556,22.3154,0.0005,6.3498,0.6145,0.7127,3.5061,3.0810000000000004,17.3068,0.1501,0.1457,0.0518,0.1472,0.0576,3.2403,0.2121,2.3886,0.0,0.0886,0.3472,4.9558,27.6779,23.8,2.9,3.5696468820435796,0.0342599549211119,2.8285499624342596,0.7068369646882041,1331000.0,%
46,26168,SWZ,Africa,Eswatini,2021-05-12,18492.0,5.0,671.0,15939.126,578.367,,1160164.0,79.492,21.5,3.1630000000000003,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,6.2239,0.1024,7.4118,0.0019,14.7814,0.1578,0.3643,8.5537,2.5917,3.9299,0.6695,0.262,0.3005,0.3578,0.1615,5.3187,0.0648,3.1796,0.0,0.0892,0.3258,2.5701,42.5816,13.5,20.6,1.4656702898550702,0.0547101449275362,1.03885869565217,0.37210144927536204,1104000.0,%
47,26594,ETH,Africa,Ethiopia,2021-05-12,264367.0,695.0,3938.0,2299.572,34.254,,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,2.4543,0.0276,5.2956,0.0,22.0779,0.0594,0.0608,1.1774,0.7462,4.2647,0.018000000000000002,0.1382,0.2322,3.0195,0.4298,11.2918,0.2957,1.317,0.0,0.0802,0.4699,1.8449,44.6989,3.6,20.6,0.123092519753559,0.00186658080685022,0.109237181941592,0.0119887570051168,114916000.0,%
48,28185,FJI,Oceania,Fiji,2021-05-12,161.0,9.0,3.0,179.59900000000005,3.347,,896444.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,1.8598,0.2922,7.8511,0.0021,10.144,0.2682,2.3832,2.1636,3.0004,1.7421,0.2586,0.1642,4.3799,0.7746,0.05,7.8599,0.1238,9.7259,0.0,0.0157,0.8683,3.9255,42.1469,30.0,3.7,0.00625,0.00022321428571428598,0.00591517857142857,0.00011160714285714299,896000.0,%
49,28655,FIN,Europe,Finland,2021-05-12,89270.0,280.0,930.0,16111.63,167.84799999999996,,5540718.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,4.5004,0.519,26.8865,0.0,5.1978,0.3979,1.5306,3.1864,3.4915,20.8378,0.7944,0.1097,0.0883,0.0533,0.0168,2.7671,0.545,1.8388,0.0,0.046,0.2468,3.8325,23.1132,24.9,<2.5,0.854801953336951,0.0124434798336046,0.5606800506420689,0.281678422861277,5529000.0,%
50,29130,FRA,Europe,France,2021-05-12,5882882.0,21498.0,107280.0,87070.927,1587.822,,67564251.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,4.1631,0.7907,21.7097,0.0011,6.9951,0.611,1.8214,4.878,4.4005,13.784,0.1918,0.301,0.1479,0.0991,0.0164,2.6963,0.2925,2.611,0.0,0.2093,0.8675,5.1223,28.2903,23.2,<2.5,5.199054511857099,0.12155836156452099,0.367876501385895,4.7096196489066795,64940000.0,%
51,29229,PYF,Oceania,French Polynesia,2021-05-11,,,,,,,280904.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,4.6997,0.0309,14.3585,0.0169,7.6479,0.5386,3.4809,4.3512,7.0798,2.9364,3.2613,0.2748,3.1818,0.1452,0.0111,3.5436,0.126,2.8715,0.6809,0.0405,0.9675,4.0992,35.6559,,4.2,,,,,280000.0,%
52,29654,GAB,Africa,Gabon,2021-05-12,23734.0,169.0,143.0,10663.477,64.249,,2225728.0,7.859,23.1,4.45,2.9760000000000004,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,6.1881,0.0109,8.1825,0.0,9.1158,0.0701,2.2578,9.0341,4.32,0.9486,0.4751,0.5758,0.8509,0.0139,0.0015,11.8727,0.0212,1.2508,0.1248,0.0051,0.4824,2.3979,41.8004,13.4,10.5,0.51353653070372,0.00318242940385477,0.483953384132676,0.0264007171671896,2231000.0,%
53,30076,GMB,Africa,Gambia,2021-05-12,5934.0,0.0,175.0,2455.451,72.414,,2416664.0,207.566,17.5,2.339,1.4169999999999998,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,2.8419,0.0114,10.1417,0.0,21.8908,0.2008,3.9197,0.8742,1.1134,4.8167,0.9824,0.0812,3.1637,0.1281,0.0043,0.8614,0.2719,4.1176,0.0,0.0897,2.2026,2.4575,39.8291,8.7,10.2,0.175299958626396,0.00554406288787753,0.160777823748448,0.00897807199007034,2417000.0,%
54,30518,GEO,Asia,Georgia,2021-05-12,325665.0,1409.0,4363.0,81637.181,1093.71,,3989175.0,65.032,38.7,14.864,10.244000000000002,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,2.5343,0.2356,15.5347,0.0,15.6253,0.5032,0.6622,3.1735,2.6217,11.3605,0.7882,0.1507,0.084,0.0025,0.0247,3.7542,0.2397,3.3110000000000004,0.0,0.1631,0.6679999999999999,4.0993,34.4636,23.3,7.9,7.04226110363392,0.0879946164199192,6.80524899057873,0.149017496635262,3715000.0,%
55,30990,DEU,Europe,Germany,2021-05-12,3564494.0,6590.0,85451.0,42543.879,1019.897,,83783945.0,237.016,46.6,21.453000000000007,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,6.7714,0.6715,20.8485,0.0011,6.0363,0.5947,0.6758,3.6131,4.6524,14.1789,0.0,0.0747,0.1701,0.0419,0.0429,3.5712,0.3493,2.5069999999999997,0.0,0.1903,0.8104,5.0542,29.1443,25.7,<2.5,2.7431008403361297,0.073890756302521,2.45136614645858,0.21784393757502998,83300000.0,%
56,31415,GHA,Africa,Ghana,2021-05-12,93125.0,114.0,783.0,2996.98,25.199,,31072945.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,0.9444,0.0088,2.8956,0.0,6.3229999999999995,0.0705,1.4992,10.4274,0.8069,0.4178,0.1657,0.0917,0.7957,0.392,0.23800000000000002,24.6325,0.0053,0.8128,0.2815,0.0364,0.3655,1.6849,47.1041,9.7,5.5,0.22542400154474898,0.00144498439159399,0.20436391722717498,0.0196150999259808,31073000.0,%
57,31976,GRC,Europe,Greece,2021-05-12,369554.0,2478.0,11211.0,35455.436,1075.596,,10423056.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,2.2879,0.2116,17.6914,0.0005,7.2801,0.4539,1.026,6.3296,3.7836,12.0221,0.0596,0.1947,0.8112,0.2539,0.0243,3.1307,0.256,1.7744,0.0,0.6676,1.5237,7.9134,32.3038,27.4,<2.5,1.5253551401869199,0.0556168224299065,0.876299065420561,0.593439252336449,10700000.0,%
58,32498,GRD,North America,Grenada,2021-05-12,161.0,1.0,1.0,1430.869,8.887,,112519.0,317.132,29.4,7.3039999999999985,5.021,13593.877,,243.96400000000003,10.71,,,,3.7,72.4,0.779,3.1315,0.1276,12.1319,0.0019,7.6569,0.9226,2.5802,11.0608,5.6546,2.7183,1.2873,0.1266,1.3768,0.6417,0.3171,2.2222,0.1104,5.4479999999999995,0.0,0.0143,0.9959,3.6085,37.8648,20.2,,0.13097345132743402,0.000884955752212389,0.129203539823009,0.000884955752212389,113000.0,%
59,32949,GTM,North America,Guatemala,2021-05-12,237682.0,1416.0,7815.0,13266.786,436.213,,17915567.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,1.7037,0.0957,10.3765,0.0,15.1579,1.4676,0.2807,6.7124,3.9589,4.4093,0.0348,0.1632,0.5276,1.6504,0.0403,1.3316,0.2872,5.3058,0.0,0.198,0.8747,5.7997,39.624,18.8,15.2,0.9018985940440608,0.0324034097199159,0.824294254400531,0.0452009299236134,18066000.0,%
60,33463,GIN,Africa,Guinea,2021-05-12,22719.0,0.0,151.0,1729.944,11.498,,13132792.0,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,0.311,0.0213,3.8776,0.0,17.2911,0.1648,0.8939,7.9395,1.1561,1.4724,0.2312,0.1692,0.9506,0.3925,0.0,11.7958,0.1196,1.3368,0.0,0.0009,1.3271,4.4286,46.1202,6.6,16.5,0.11675955414012701,0.0006687898089171969,0.114012738853503,0.00207802547770701,12560000.0,%
61,33877,GNB,Africa,Guinea-Bissau,2021-05-12,3741.0,0.0,67.0,1900.917,34.045,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,2.4603,0.0423,4.9295,0.0,21.6069,0.1038,0.1666,6.3660000000000005,2.2155,2.1899,0.5331,0.2114,0.32799999999999996,0.2499,0.0013,8.1087,0.0167,0.7893,0.0,0.4485,1.8016,2.3642,45.0666,8.2,28,0.143850544888428,0.00238713025428127,0.12594706798131802,0.0155163466528282,1927000.0,%
62,34304,GUY,South America,Guyana,2021-05-12,14659.0,128.0,331.0,18636.873,420.82,,786559.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.15899999999998,1.6,69.91,0.682,1.8708,0.0206,9.1155,0.0,9.7847,0.1038,1.7011,5.7954,2.5237,4.7277,0.3516,0.0385,1.8367,0.3907,0.1942,1.8384,0.0742,3.2325,0.0,0.0435,0.2779,15.2061,40.8722,19.2,8.1,1.00876747141042,0.0228716645489199,0.884625158831004,0.101270648030496,787000.0,%
63,34723,HTI,North America,Haiti,2021-05-12,13227.0,48.0,266.0,1160.005,23.328000000000007,,11402533.0,398.448,24.3,4.8,2.954,1653.1729999999998,23.5,430.548,6.65,2.9,23.1,22.863000000000003,0.7,64.0,0.51,1.2733,0.0402,3.5986,0.0,13.4196,0.0525,0.5064,12.0278,1.9687,0.8765,0.3309,0.1532,0.4829,2.0067,0.0022,11.48,0.3801,2.0961,0.0,0.0,0.8742,2.0302,46.3997,20.5,49.3,0.10311321582039801,0.00214855739717618,0.0802946593001842,0.0206699991230378,11403000.0,%
64,35151,HND,North America,Honduras,2021-05-12,222992.0,874.0,5853.0,22513.965,590.937,,9904608.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,2.0662,0.1378,13.6048,0.0,14.1699,0.4601,0.3339,6.8464,3.508,9.0154,0.6923,0.1505,0.1749,1.3962,0.0138,0.6796,0.4686,5.9591,0.0,0.0276,1.2467,2.6599,36.3883,19.4,12.9,1.5602696674777,0.0376115166261152,0.6263686131386861,0.896289537712895,9864000.0,%
65,35738,HUN,Europe,Hungary,2021-05-12,793784.0,905.0,28888.0,82169.28,2990.368,,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.8540000000000001,6.7533,1.0595,20.0268,0.0007,7.5908,0.8885,0.4113,3.0852,5.2042,12.4568,0.0039,0.0052,0.0679,0.1906,0.1802,3.0460000000000003,0.1031,2.5433,0.0,0.0183,0.7214,5.6788,29.9644,28.6,<2.5,3.84073922391727,0.13336746186137,2.84579707177229,0.8615746902836079,9767000.0,%
66,36179,ISL,Europe,Iceland,2021-05-12,6526.0,4.0,29.0,19123.81,84.98200000000001,,341250.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,4.7545,0.9461,23.97,0.0025,4.1196,0.5557,4.6117,4.8405,4.6269,13.0028,1.4022,0.2232,0.1759,0.0376,0.0676,1.9909,0.4626,3.9472,0.0,0.0752,0.4667,3.6874,26.0331,23.1,<2.5,1.6361413043478301,0.0078804347826087,1.61929347826087,0.00896739130434783,368000.0,%
67,36648,IND,Asia,India,2021-05-12,23703665.0,362727.0,258317.0,17176.514,187.186,,1380004385.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0.1959,0.0028,11.3357,0.0,17.3821,0.3061,0.6499,5.4333,0.35600000000000004,9.9889,0.0,0.0311,0.728,1.5709,0.3268,2.7906,0.0753,1.7471,0.0,0.1526,0.7487,7.5213,38.6568,3.8,14.5,0.7732564102564101,0.0110703521177059,0.7515606742375541,0.0106253839011499,1400100000.0,%
68,37085,IDN,Asia,Indonesia,2021-05-12,1728204.0,4608.0,47617.0,6318.299,174.08700000000005,,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.8640000000001,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0794,0.0309,6.2575,0.0009,24.3918,0.4911,3.9386,5.5134,1.0316,0.5943,0.0026,0.1702,2.2113,0.0988,0.1508,4.6343,0.0406,1.8481,0.0,0.0564,0.8579,3.8558,43.7438,6.9,8.3,0.42209988260794395,0.0115526295452622,0.345619877897541,0.0649273751651401,271739000.0,%
69,38439,IRQ,Asia,Iraq,2021-05-12,1127580.0,4666.0,15855.0,28033.561,394.182,,40222503.0,88.125,20.0,3.1860000000000004,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,0.1915,0.0423,6.2809,0.0,24.0855,1.2467,0.445,6.4975,2.5171,1.9902,0.3975,0.0396,0.3037,0.4807,0.0304,1.0842,0.1783,3.3755,0.0,0.1268,2.0139,4.9563,43.7165,27.4,29,1.57939836375079,0.0330044052863436,1.5082869729389599,0.0381069855254877,39725000.0,%
70,38882,IRL,Europe,Ireland,2021-05-12,254013.0,446.0,4937.0,51442.587,999.839,,4937796.0,69.874,38.7,13.928,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,7.5703,0.871,18.5712,0.0005,6.3057,0.4653,1.1942,3.3996,4.0102,11.9469,0.2951,0.0831,0.1733,0.1325,0.0362,3.5362,0.1855,4.0147,0.0,0.0836,0.7497,4.9510000000000005,31.4242,26.9,<2.5,4.0485308814711205,0.0734359384369378,0.466999800119928,3.5080951429142497,5003000.0,%
71,39441,ISR,Asia,Israel,2021-05-12,839030.0,30.0,6379.0,96935.593,736.985,,8655541.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,1.2876,0.1026,18.7463,0.0017,7.6277,0.5664,1.4696,6.3746,5.5003,10.9066,0.2602,0.2007,0.5233,0.364,0.0278,1.9975,0.2619,1.7747,0.0,0.2262,1.6743,8.8586,31.2472,26.7,<2.5,7.43905164930556,0.0550238715277778,6.60963541666667,0.7743923611111109,9216000.0,%
72,39909,ITA,Europe,Italy,2021-05-12,4131078.0,7848.0,123544.0,68325.39,2043.339,,60461828.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,3.1892,0.2834,19.0329,0.0005,8.5417,0.6247,1.5816,6.0207,4.2963,12.1258,0.0403,0.1194,0.1836,0.2781,0.0064,1.9043,0.2946,1.7175,0.0,0.423,1.4224,6.9463,30.9671,22.9,<2.5,4.353685153244,0.150927093007828,3.4945286586174906,0.708229401618681,60296000.0,%
73,40337,JAM,North America,Jamaica,2021-05-12,46922.0,101.0,820.0,15845.812,276.918,,2961161.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.7340000000000001,2.4636,0.2074,11.9958,0.0074,8.5031,0.1457,1.8692,8.0661,4.3372,5.2170000000000005,0.6952,0.2111,0.9990000000000001,0.2177,0.3752,4.5837,0.1677,4.6889,0.0,0.011000000000000001,0.7584,6.4772,38.0023,24.4,8,0.599537201851193,0.0127091491634033,0.43520825916696293,0.151619793520826,2809000.0,%
74,40814,JPN,Asia,Japan,2021-05-12,660884.0,7521.0,11148.0,5225.352,88.14299999999999,,126476458.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,4.044,0.0751,15.3194,0.1088,12.1692,1.696,3.9283,2.8618,4.2599,5.063,0.2962,0.1883,0.7737,0.1287,0.1036,2.2072,0.3731,2.2055,0.228,0.0812,1.3445,7.8669,34.6776,4.4,<2.5,0.32082053236165003,0.00505926155262886,0.284769820667318,0.0309914501417038,125967000.0,%
75,41300,JOR,Asia,Jordan,2021-05-12,721853.0,0.0,9151.0,70748.12299999999,896.8810000000002,,10203140.0,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.7290000000000001,0.0846,0.1162,9.3186,0.0,14.138,0.3344,0.5985,4.6624,3.8651,4.2637,0.3579,0.1397,0.728,0.6393,0.0469,2.1431,0.3742,4.7276,0.0,0.1652,1.9861,10.6308,40.6798,33.4,12.2,3.12627586852702,0.0409120704185785,2.9917595280457,0.09360427006274,10679000.0,%
76,41726,KAZ,Asia,Kazakhstan,2021-05-12,404348.0,2456.0,3387.0,21534.553,180.383,,18776707.0,6.681,30.6,6.9910000000000005,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,2.1919,0.3611,19.1598,0.0,6.5119,0.4584,0.2393,3.2145,3.4501,14.3591,0.2967,0.2914,0.1154,0.0255,0.0106,5.4755,0.1319,1.456,0.0,0.0845,1.1215,10.2055,30.8394,21.3,<2.5,1.2994020926756398,0.0166506512919069,1.1377642536835402,0.14498718770019198,18732000.0,%
77,42159,KEN,Africa,Kenya,2021-05-12,164386.0,410.0,2950.0,3057.133,54.862,,53771300.0,87.324,20.0,2.6860000000000004,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,1.9664,0.1175,11.4394,0.0,15.1221,0.1447,0.4329,4.6941,1.7336,8.7987,0.025,0.21100000000000002,0.2686,1.751,0.0174,7.5828,0.223,1.8098,0.0,0.0892,0.6689,4.345,38.5589,6.0,29.4,0.189975340008967,0.00331788970258556,0.15749140636676098,0.0291660439396204,53528000.0,%
78,43028,KWT,Asia,Kuwait,2021-05-12,288184.0,985.0,1669.0,67481.50099999999,390.815,,4270563.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.8059999999999999,0.0044,0.0022,10.7213,0.0022,11.4132,1.3306,0.8343,5.3058,4.877,3.4788,0.8554,0.1969,0.2783,0.4353,0.20199999999999999,3.2296,0.2696,2.9163,0.0276,0.1512,1.1976,12.9953,39.275,37.0,2.8,3.6247282029418,0.0205499893412918,3.4340865487102996,0.170091664890215,4691000.0,%
79,43449,KGZ,Asia,Kyrgyzstan,2021-05-12,99316.0,283.0,1675.0,15222.73,256.737,,6524191.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.6970000000000001,0.6313,0.191,15.4588,0.0,10.1059,0.2653,0.07,2.2846,1.8707,12.8008,0.2076,0.2604,0.0098,0.3439,0.0197,5.8068,0.0608,3.2495,0.0,0.1449,0.355,11.3219,34.5412,15.4,7.1,1.28892932969366,0.0215802244464665,1.23660903851987,0.0307400667273279,6594000.0,%
80,44307,LVA,Europe,Latvia,2021-05-12,125689.0,729.0,2223.0,66636.023,1178.559,,1886202.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,5.4573,1.1805,18.8216,0.0005,6.3952,0.6645,1.3226,2.5738,3.6559,11.8285,0.2596,0.1686,0.1107,0.0032,0.0122,6.5835,0.1963,2.6169,0.0,0.0793,0.6990000000000001,6.1946,31.1757,25.7,<2.5,3.7497371188222903,0.0697686645636172,3.12297581493165,0.5569926393270239,1902000.0,%
81,44754,LBN,Asia,Lebanon,2021-05-12,534388.0,703.0,7549.0,78293.538,1106.009,,6825442.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.7440000000000001,0.7164,0.0796,8.0679,0.0,11.8253,0.17300000000000001,0.7091,6.9852,1.9469,5.0748,0.0747,0.0853,0.5052,0.5011,0.0406,3.2676,0.3647,5.1366,0.0,0.5271,1.4807,10.5128,41.9252,31.3,11,4.65693772893773,0.0521904761904762,2.94706227106227,1.6576849816849801,6825000.0,%
82,45119,LSO,Africa,Lesotho,2021-05-12,10774.0,1.0,319.0,5029.287,148.909,,2142252.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,3.4135,0.0233,6.0914,0.0,23.4645,0.1204,0.2383,1.8065,2.529,2.7893,0.3898,0.3924,0.0725,1.1603,0.1165,7.1935,0.0363,2.2079,0.0,0.0052,0.6786,3.3721,43.8988,13.5,13.1,0.437908496732026,0.00854341736694678,0.126330532212885,0.30303454715219397,2142000.0,%
83,45542,LBR,Africa,Liberia,2021-05-12,2114.0,0.0,85.0,417.978,16.805999999999994,,5057677.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,1.0338,0.0264,3.7603,0.0,16.1465,0.1598,0.7764,5.3606,2.4123,0.1545,0.2997,0.2311,0.4159,0.0977,0.0013,15.3608,0.0132,1.1236,1.1804,0.0779,1.9567,3.1728,46.2383,8.6,37.2,0.0386714116251483,0.00166073546856465,0.034994068801897996,0.00201660735468565,5058000.0,%
84,46851,LTU,Europe,Lithuania,2021-05-12,261128.0,1266.0,4059.0,95922.148,1491.024,,2722291.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.9890000000001,3.67,21.3,38.0,,6.56,75.93,0.882,5.5419,0.5316,23.049,0.0009,6.4732,0.7,1.5431,2.4007,3.7899,16.3529,0.0126,0.1301,0.0867,0.4388,0.0546,2.2766,0.2164,4.502,0.0,0.055,0.4924,4.4045,26.9471,28.4,<2.5,6.66707229778096,0.104760200429492,4.939620615604871,1.6226914817466,2794000.0,%
85,47295,LUX,Europe,Luxembourg,2021-05-12,68748.0,196.0,806.0,109825.297,1287.589,,625976.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,8.0858,0.5443,14.6038,0.0051,5.1366,0.7875,1.6249,4.4841,4.0469,7.4929,0.3877,0.1036,0.1658,0.0399,0.0586,2.2067,1.2823,8.1121,0.0,0.0308,0.563,4.8536,35.3838,24.2,<2.5,8.1506329113924,0.0933544303797468,7.66155063291139,0.39572784810126604,632000.0,%
86,47807,MDG,Africa,Madagascar,2021-05-12,39510.0,159.0,738.0,1426.816,26.651,,27691019.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,0.7972,0.0415,4.9125,0.0024,19.9604,0.077,0.6267,5.0701,1.4618,2.5031,0.0782,0.2002,0.1848,0.3708,0.0486,14.4675,0.2085,1.0922,0.5852,0.0261,0.3115,1.8871,45.0869,4.5,44.4,0.0688490845401033,0.0010147701419233699,0.0657794951428262,0.0020548192553537198,27691000.0,%
87,48217,MWI,Africa,Malawi,2021-05-12,34183.0,0.0,1153.0,1786.8829999999996,60.272,,19129955.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,1.1827,0.0814,2.7754,0.0,10.6197,0.0829,0.6970000000000001,8.4723,1.4923,0.2524,0.0396,0.1695,0.5436,1.1841,0.0139,20.2901,0.0389,0.6412,0.0,0.0161,0.204,3.9786,47.2242,4.7,17.5,0.140486147412441,0.0043753267119707295,0.0593204391008887,0.0767903815995818,19130000.0,%
88,48691,MYS,Asia,Malaysia,2021-05-12,453222.0,4765.0,1761.0,14003.029,54.409,,32365998.0,96.254,29.9,6.292999999999998,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,0.8948,0.0882,12.6354,0.0204,17.3088,1.6596,5.3482,4.1713,4.9092,0.53,0.1541,0.0789,0.5801,0.2617,0.4502,1.6568,0.1012,3.903,0.0,0.0835,1.6336,6.1678,37.3632,15.3,2.5,0.7282297672432199,0.00261431927030902,0.57036087977792,0.155254568194991,32781000.0,%
89,49122,MDV,Asia,Maldives,2021-05-12,40092.0,1572.0,87.0,74170.0,160.95,,540542.0,1454.433,30.6,4.12,2.875,15183.616000000002,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,0.6859,0.0029,14.2704,0.0068,11.5385,1.1422,8.7959,6.0777,2.0051,2.3155,3.0315,0.0019,0.2082,0.0808,0.3434,1.6403,0.396,2.9789999999999996,0.1002,0.7569,0.1819,7.718,35.7208,7.9,10.3,3.07874306839187,0.0099815157116451,2.690573012939,0.37818853974121996,541000.0,%
90,49536,MLI,Africa,Mali,2021-05-12,14149.0,16.0,507.0,698.687,25.036,,20250834.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,2.8904,0.0444,10.1637,0.0,19.8566,0.0573,0.7543,3.8991,1.9124,7.1206,0.1841,0.2746,0.491,0.7955,0.0638,2.6772,0.0614,0.8811,0.0,0.2374,0.5144,7.2943,39.8262,7.1,6.3,0.0402943064540023,0.00166905338008,0.0298948200088884,0.00873043306503382,20251000.0,%
91,49998,MLT,Europe,Malta,2021-05-12,30469.0,5.0,417.0,69006.36200000001,944.424,,441539.0,1454.037,42.4,19.426,11.324000000000002,36513.323,0.2,168.71099999999996,8.83,20.9,30.2,,4.485,82.53,0.895,3.9051,0.2062,13.6092,0.0017,7.8996,0.6714,1.7922,4.631,4.6096,6.2546,0.0315,0.0747,0.2899,0.2197,0.0331,2.059,0.2101,5.2164,0.0,0.1236,0.486,11.2856,36.3899,31.0,<2.5,3.5586206896551698,0.053448275862069,3.04521072796935,0.459961685823755,522000.0,%
92,50620,MRT,Africa,Mauritania,2021-05-12,18745.0,54.0,457.0,4031.478,98.287,,4649660.0,4.289,20.3,3.138,1.7919999999999998,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,0.0055,0.1127,15.0193,0.0,20.4873,0.2539,1.0025,1.2991,3.3994,9.825,0.7519,0.4279,0.0799,1.0999,0.0066,1.0168,0.3677,4.3166,0.0,0.0,1.5716,3.9784,34.9779,11.3,10.4,0.36111827956989295,0.00913978494623656,0.34376344086021504,0.008215053763440859,4650000.0,%
